"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.808188083E2,4.494316131E-3,1.532091538E0,3.773205922E0
1.808387783E2,3.710761459E-1,1.142999682E0,3.814593683E0
1.808587483E2,2.819293499E-2,1.177147422E0,3.053025420E0
1.808787183E2,-5.948300855E-1,1.341805015E0,1.483507608E0
1.808986883E2,-1.010481749E0,1.131837932E0,1.264208955E-1
1.809186583E2,-9.621586047E-1,7.257622540E-1,-3.779757142E-1
1.809386293E2,-4.263666862E-1,5.769564629E-2,-3.598540235E-1
1.809585993E2,8.098919928E-2,-6.458536202E-1,1.816355681E-1
1.809785693E2,3.420434046E-1,-1.295705566E0,5.055689764E-1
1.809985393E2,3.603595152E-2,-2.205679087E0,-5.912505662E-1
1.810185093E2,-6.332560864E-1,-2.715737556E0,-2.041270001E0
1.810384793E2,-1.093414417E0,-2.584923647E0,-2.738236472E0
1.810584493E2,-1.001867192E0,-2.154822929E0,-2.385031902E0
1.810784203E2,-6.594223765E-1,-1.755021313E0,-1.265388338E0
1.810983903E2,-4.826701105E-1,-1.525840865E0,-6.557664049E-1
1.811183603E2,-6.678889985E-1,-1.274832761E0,-7.471057606E-1
1.811383303E2,-6.450679006E-1,-6.564458513E-1,-4.617464340E-1
1.811583003E2,-4.681247230E-1,-4.729286492E-2,2.376659274E-2
1.811782703E2,-1.318381946E-1,6.160848606E-1,3.594669378E-1
1.811982403E2,6.392708248E-1,1.149792978E0,5.892046255E-1
1.812182103E2,1.166726953E0,1.318505030E0,1.616553984E0
1.812381813E2,1.035255817E0,9.626861697E-1,3.158899784E0
1.812581513E2,4.096233304E-1,6.094576263E-1,3.009112830E0
1.812781213E2,-3.057380426E-1,9.399060023E-1,1.002992197E0
1.812980913E2,2.076021758E-1,1.422574943E0,-5.097444731E-1
1.813180613E2,9.844345960E-1,1.801622452E0,9.782918036E-2
1.813380313E2,1.576600544E0,1.683492324E0,1.535520930E0
1.813580013E2,1.465162261E0,8.596979910E-1,1.884867507E0
1.813779713E2,1.331445503E0,2.486855900E-1,1.296321278E0
1.813979423E2,1.576740877E0,-5.713647705E-1,1.027145875E0
1.814179123E2,1.600130909E0,-1.449186791E0,1.706534446E0
1.814378823E2,1.511912797E0,-2.497172728E0,1.859061990E0
1.814578515E2,1.215584825E0,-3.029786831E0,5.174037409E-1
1.814778215E2,1.114426094E0,-2.807633566E0,-1.779239895E0
1.814977915E2,9.066228468E-1,-2.254530820E0,-3.751651915E0
1.815177615E2,6.127947420E-1,-1.897003403E0,-4.804795681E0
1.815377315E2,1.692114043E-1,-1.740811409E0,-5.031484045E0
1.815577025E2,-3.146670698E-1,-1.650759611E0,-4.495324191E0
1.815776725E2,-5.022160733E-1,-1.331006377E0,-3.358313811E0
1.815976425E2,-4.379652232E-1,-7.892185771E-1,-1.738788857E0
1.816176125E2,-2.942406076E-1,7.991623521E-2,-4.618598700E-1
1.816375825E2,-3.192792439E-1,9.689602321E-1,-4.573083973E-1
1.816575525E2,-2.487102580E-1,1.859389434E0,-1.068533052E0
1.816775225E2,-2.019205460E-1,2.591788863E0,-9.801746070E-1
1.816974925E2,3.320626460E-2,3.071403219E0,4.846610874E-1
1.817174635E2,4.523844204E-1,2.834358265E0,1.915358398E0
1.817374335E2,1.843910320E-1,2.166772884E0,2.727074722E0
1.817574035E2,-8.857045059E-1,1.953026161E0,3.003985991E0
1.817773735E2,-1.476203266E0,2.225715156E0,2.212484661E0
1.817973435E2,-9.760080273E-1,2.784827086E0,1.047417002E0
1.818173135E2,3.814353290E-1,2.562139971E0,1.297135795E0
1.818372835E2,1.154584040E0,1.872603557E0,2.794511245E0
1.818572535E2,6.209369532E-1,7.841314995E-1,2.914528854E0
1.818772245E2,-4.102010353E-1,8.139090300E-2,1.374704958E0
1.818971945E2,-8.115409076E-1,-3.535027778E-1,-1.151632512E-1
1.819171645E2,-6.580197025E-1,-6.132542235E-1,-1.026726630E0
1.819371345E2,-4.564984483E-1,-8.562925726E-1,-1.197684597E0
1.819571045E2,-2.494843197E-1,-1.319796680E0,-9.552362323E-1
1.819770745E2,-8.437407933E-2,-1.946662636E0,-8.246024179E-1
1.819970445E2,-6.954283610E-2,-2.513862435E0,-1.130543944E0
1.820170145E2,-9.505253864E-2,-2.858067555E0,-1.812873664E0
1.820369855E2,-1.704239707E-1,-2.988835856E0,-2.376130101E0
1.820569555E2,-3.391687306E-1,-2.895271634E0,-2.572049832E0
1.820769255E2,-7.787542538E-1,-2.604170927E0,-2.227260575E0
1.820968955E2,-9.303091865E-1,-2.109014672E0,-1.748570665E0
1.821168655E2,-1.144832711E0,-1.446697631E0,-1.776190572E0
1.821368355E2,-1.367378397E0,-5.409323519E-1,-1.782322547E0
1.821568055E2,-9.215333198E-1,2.413765705E-1,-9.812317836E-1
1.821767755E2,-1.797897483E-1,8.704568678E-1,9.777579528E-1
1.821967455E2,2.763981032E-1,8.211256635E-1,2.393629648E0
1.822167165E2,4.150531279E-1,2.624592912E-1,2.688415271E0
1.822366865E2,3.228059920E-1,-2.843442500E-2,3.232230885E0
1.822566565E2,6.318530470E-2,-1.357255697E-2,3.829480695E0
1.822766265E2,7.247404531E-2,5.036657077E-1,3.284472833E0
1.822965965E2,5.066732962E-1,1.637104608E0,1.901671236E0
1.823165665E2,1.498979048E0,2.544425247E0,1.651201660E0
1.823365365E2,2.244880136E0,2.451179699E0,1.999059536E0
1.823565065E2,2.021994508E0,1.647687483E0,2.188922721E0
1.823764775E2,1.056552692E0,6.208708066E-1,1.708852283E0
1.823964475E2,6.411494621E-1,-3.432122630E-1,1.019180798E0
1.824164175E2,6.340396864E-1,-1.181046930E0,3.498389125E-2
1.824363875E2,7.319863227E-1,-1.583667489E0,-5.493160897E-1
1.824563582E2,1.152008122E0,-1.940479791E0,-8.022479278E-1
1.824763282E2,1.214060163E0,-2.324432529E0,-1.291393245E0
1.824962982E2,8.452268632E-1,-2.719458139E0,-2.383189445E0
1.825162682E2,3.377726348E-1,-2.929244542E0,-3.642197886E0
1.825362392E2,-2.590205071E-1,-2.744286586E0,-4.408998238E0
1.825562092E2,-9.886938541E-1,-2.319272946E0,-4.141136704E0
1.825761792E2,-1.280415097E0,-1.645503548E0,-3.178713659E0
1.825961492E2,-9.632012364E-1,-7.077756339E-1,-2.048709998E0
1.826161192E2,-7.724488357E-1,2.363351011E-1,-1.508041356E0
1.826360892E2,-9.524297149E-1,1.182785892E0,-7.918305284E-1
1.826560592E2,-1.083436216E0,1.964558625E0,1.678238600E-1
1.826760292E2,-1.309660093E0,2.490549002E0,4.934944761E-1
1.826959992E2,-1.678461672E0,3.095291433E0,2.777333879E-1
1.827159702E2,-1.644464498E0,3.693937558E0,-3.453885967E-1
1.827359402E2,-1.100270058E0,4.156848757E0,-1.451062578E-1
1.827559102E2,-6.389110018E-1,3.674217238E0,1.704544054E0
1.827758802E2,-1.428055977E0,3.015957581E0,3.351831003E0
1.827958502E2,-2.328785634E0,2.859748630E0,2.536696982E0
1.828158202E2,-1.775238792E0,2.953005872E0,5.354926872E-1
1.828357902E2,-4.616310976E-2,2.530055130E0,1.225754741E0
1.828557602E2,1.287095688E0,1.543327548E0,3.924590335E0
1.828757302E2,1.432856687E0,4.219830287E-1,5.320700780E0
1.828957012E2,4.758109611E-1,-8.238253230E-1,3.981029415E0
1.829156712E2,-6.374930520E-1,-1.612594249E0,1.053789883E0
1.829356412E2,-8.463274553E-1,-1.697844315E0,-1.384074537E0
1.829556112E2,-6.328323095E-1,-1.571556151E0,-2.035375423E0
1.829755812E2,6.873350836E-2,-1.699998429E0,-1.551603697E0
1.829955512E2,6.320631813E-1,-1.855089392E0,-9.723305672E-1
1.830155212E2,5.616481599E-1,-2.105595805E0,-1.376688334E0
1.830354912E2,1.300213916E-1,-2.216082453E0,-2.519910210E0
1.830554612E2,-2.839661544E-1,-2.246782089E0,-3.463359625E0
1.830754322E2,-3.678541839E-1,-1.999367099E0,-3.543344858E0
1.830954022E2,-1.086091802E-1,-1.503346626E0,-2.211771301E0
1.831153722E2,2.920085610E-1,-1.149319938E0,-1.730676430E-1
1.831353422E2,7.622499029E-1,-1.162489622E0,1.207635389E0
1.831553122E2,1.023512708E0,-8.035641360E-1,9.496521413E-1
1.831752822E2,1.073777274E0,1.380995393E-2,-5.113612282E-1
1.831952522E2,1.345897188E0,7.243940055E-1,-6.762948096E-1
1.832152222E2,2.100891282E0,9.131666851E-1,2.088830084E-1
1.832351922E2,2.233032508E0,5.002257907E-1,1.670900345E0
1.832551632E2,1.711205202E0,-2.121229506E-1,2.517442101E0
1.832751332E2,1.015532866E0,-4.959409511E-1,2.005331844E0
1.832951032E2,9.697149615E-1,-5.272492826E-2,5.587780541E-1
1.833150732E2,1.119129302E0,8.555026138E-1,7.250313520E-2
1.833350432E2,1.968583702E0,1.062426220E0,5.219353330E-1
1.833550132E2,2.089983008E0,6.400303781E-1,1.157545801E0
1.833749832E2,1.408180853E0,-3.879148114E-1,1.599758441E0
1.833949532E2,5.592638116E-1,-9.920181423E-1,1.706672441E0
1.834149232E2,3.262801883E-1,-1.512869986E0,1.278852137E0
1.834348942E2,3.896333081E-1,-1.840156773E0,8.212010926E-1
1.834548642E2,5.345603487E-1,-2.027662361E0,3.215313721E-1
1.834748345E2,4.560370664E-1,-1.993916325E0,-5.911324525E-1
1.834948045E2,4.285055977E-1,-1.772677565E0,-1.512613294E0
1.835147745E2,8.277786255E-2,-1.645483668E0,-2.376349956E0
1.835347445E2,-3.669126360E-1,-1.410924951E0,-3.200451853E0
1.835547145E2,-5.729253924E-1,-8.777927846E-1,-3.601621717E0
1.835746845E2,-6.905089523E-1,-4.047138619E-1,-3.557192234E0
1.835946545E2,-9.621594818E-1,-1.996976173E-1,-2.912992206E0
1.836146245E2,-1.225421157E0,-8.947877169E-2,-1.790384104E0
1.836345955E2,-1.240544542E0,1.285703319E-1,-1.008400871E0
1.836545655E2,-1.254196182E0,5.136474895E-1,-7.635709351E-1
1.836745355E2,-1.488971977E0,1.071850762E0,-6.904269451E-1
1.836945055E2,-1.893827050E0,1.879196877E0,-5.333087522E-1
1.837144755E2,-2.005356110E0,2.940696899E0,3.282796437E-1
1.837344455E2,-1.655396014E0,3.490673724E0,1.610057142E0
1.837544155E2,-9.118379053E-1,3.256579276E0,3.376148404E0
1.837743855E2,-9.189437342E-1,3.044430597E0,4.838209010E0
1.837943555E2,-1.166688946E0,3.229940531E0,4.501947917E0
1.838143265E2,-9.366039334E-1,3.923288745E0,2.923299093E0
1.838342965E2,4.257462966E-1,3.400740623E0,4.037443351E0
1.838542665E2,1.761327389E0,1.984433311E0,5.940438981E0
1.838742365E2,1.111098151E0,3.437174624E-1,5.054146099E0
1.838942065E2,-4.570962165E-1,-6.092740238E-1,1.574323053E0
1.839141765E2,-1.427726925E0,-7.269047999E-1,-1.487409455E0
1.839341465E2,-1.786463984E0,-2.486972845E-1,-2.466578341E0
1.839541165E2,-1.018384846E0,-1.309864014E-1,-2.122521155E0
1.839740865E2,7.553513579E-2,-4.342183274E-1,-1.213438751E0
1.839940565E2,5.776715042E-1,-1.267750028E0,-3.893918180E-1
1.840140275E2,3.151597708E-1,-2.297496745E0,-3.131265843E-1
1.840339975E2,-2.267169065E-1,-2.956214824E0,-1.381018782E0
1.840539675E2,-7.111082545E-1,-3.227298759E0,-2.444616199E0
1.840739375E2,-1.353187205E0,-2.772418125E0,-2.617161686E0
1.840939075E2,-1.385887173E0,-1.730996273E0,-2.413173382E0
1.841138775E2,-9.188704978E-1,-9.485552037E-1,-2.942787863E0
1.841338475E2,-2.040108890E-1,9.054939687E-2,-3.014702768E0
1.841538175E2,7.050191834E-1,7.288033909E-1,-1.914532186E0
1.841737875E2,1.476640930E0,1.006932635E0,1.324335873E-2
1.841937575E2,1.431742939E0,6.948731679E-1,1.134358667E0
1.842137285E2,6.180892861E-1,4.821695888E-1,9.776778460E-1
1.842336985E2,2.202596435E-1,3.007977301E-1,6.555026954E-1
1.842536685E2,7.590250173E-1,1.832885760E-1,1.409269019E0
1.842736385E2,1.372489010E0,-9.273917913E-2,2.735078976E0
1.842936085E2,1.663186113E0,-2.389002746E-1,3.316538964E0
1.843135785E2,1.671673931E0,-2.739063853E-1,2.090133428E0
1.843335485E2,1.450045893E0,-1.008633006E-1,4.312526196E-1
1.843535185E2,1.399367344E0,-9.743683219E-2,-1.527316117E-1
1.843734885E2,1.041468995E0,-9.513127506E-2,1.641991711E-1
1.843934585E2,7.161184412E-1,-2.045513910E-1,5.303863138E-1
1.844134295E2,3.621660856E-1,-5.933467931E-1,6.820788753E-1
1.844333995E2,1.064397170E-1,-9.150798941E-1,7.662629932E-1
1.844533695E2,4.210799262E-1,-1.427001286E0,1.154123425E0
1.844733387E2,8.981296199E-1,-1.688831416E0,1.394272081E0
1.844933087E2,1.371131871E0,-1.559640695E0,1.258074056E0
1.845132787E2,1.545369980E0,-1.456572409E0,6.119532180E-1
1.845332487E2,1.267222025E0,-1.368381194E0,-6.134208691E-1
1.845532187E2,6.359596197E-1,-1.442588793E0,-1.840303538E0
1.845731887E2,1.004399621E-1,-1.392003361E0,-2.811427240E0
1.845931587E2,-4.385341573E-1,-1.163742680E0,-3.302650073E0
1.846131297E2,-7.139632306E-1,-6.376125544E-1,-3.429638148E0
1.846330997E2,-5.184890572E-1,7.587756336E-2,-3.026409479E0
1.846530697E2,-1.303890353E-1,4.142284513E-1,-2.035788236E0
1.846730397E2,-2.118767828E-1,6.037051356E-1,-9.420396513E-1
1.846930097E2,-3.732468516E-1,5.760571611E-1,-2.143507397E-1
1.847129797E2,-8.052319081E-1,6.278792793E-1,-1.209759682E-1
1.847329497E2,-1.514248029E0,8.600926781E-1,-3.351144540E-1
1.847529197E2,-2.211073436E0,1.245128905E0,-4.002933669E-1
1.847728897E2,-2.354615271E0,1.667822371E0,-1.480398059E-2
1.847928597E2,-1.885488189E0,1.820861546E0,8.484912175E-1
1.848128297E2,-2.502539010E0,2.117981377E0,1.662311370E0
1.848328007E2,-3.134239152E0,2.496064095E0,1.108908076E0
1.848527707E2,-2.309129342E0,2.696518927E0,-1.810409063E-1
1.848727407E2,-9.398900686E-1,2.781164975E0,6.663592207E-1
1.848927107E2,5.254028050E-1,1.958258250E0,4.654038089E0
1.849126807E2,9.871678039E-1,5.972310984E-1,6.376858200E0
1.849326507E2,-9.876875482E-2,-1.206877005E-1,3.971653404E0
1.849526207E2,-8.399696316E-1,-2.279221272E-1,6.617095149E-1
1.849725907E2,-4.935707092E-1,-1.650476021E-1,-1.052765450E0
1.849925607E2,1.990783241E-1,-1.174267083E-1,-6.502653444E-1
1.850125307E2,1.099650472E0,-6.101154381E-1,3.106619829E-1
1.850325017E2,1.005979685E0,-1.674169523E0,1.339597106E-2
1.850524717E2,4.279423647E-1,-2.464318977E0,-1.515219982E0
1.850724417E2,2.595588164E-1,-2.873814107E0,-2.941268756E0
1.850924117E2,4.116424470E-1,-2.675913924E0,-3.615063297E0
1.851123817E2,8.428865151E-1,-2.163224208E0,-3.390792171E0
1.851323517E2,1.111357475E0,-1.898086308E0,-2.564779404E0
1.851523217E2,8.030036804E-1,-1.489139062E0,-2.172503155E0
1.851722917E2,8.218287181E-2,-6.596454477E-1,-2.291322085E0
1.851922617E2,-4.489274735E-1,6.282342052E-1,-2.261042279E0
1.852122317E2,-4.618755843E-1,1.936079761E0,-1.520400615E0
1.852322027E2,-1.037403499E-1,2.466869532E0,-5.382151508E-1
1.852521727E2,5.766732384E-2,2.705929436E0,4.615219009E-1
1.852721427E2,2.111984327E-1,2.259494521E0,1.818547218E0
1.852921127E2,3.291345066E-1,1.127591684E0,3.478102795E0
1.853120827E2,-9.825076461E-2,3.332696575E-1,4.030377576E0
1.853320527E2,-1.357668803E0,6.191277516E-1,1.891363764E0
1.853520227E2,-1.702643563E0,2.278343605E0,-4.783572042E-1
1.853719927E2,-7.675378324E-1,3.807529662E0,-2.784876788E-1
1.853919627E2,9.228378336E-1,3.146275645E0,2.132013525E0
1.854119327E2,1.569633733E0,8.338047659E-1,3.815242724E0
1.854319027E2,1.315824227E0,-1.212856368E0,3.305270795E0
1.854518727E2,7.580482399E-1,-2.868114826E0,1.016219768E0
1.854718445E2,7.554631859E-1,-3.281269144E0,-1.402163483E0
1.854918145E2,1.675621533E0,-2.429212879E0,-1.708063493E0
1.855117845E2,2.029062184E0,-2.372104878E0,3.026191378E-1
1.855317545E2,1.749227161E0,-3.490531052E0,2.162803794E0
1.855517245E2,7.951225108E-1,-4.501094808E0,1.542939878E0
1.855716945E2,5.178404183E-1,-4.410742462E0,-1.009143468E0
1.855916645E2,1.171187355E0,-3.180690018E0,-3.585688055E0
1.856116345E2,1.783625892E0,-1.832934877E0,-4.788990072E0
1.856316045E2,1.747846341E0,-7.833479726E-1,-4.681823473E0
1.856515745E2,1.373448392E0,-1.559013873E-1,-3.797918594E0
1.856715445E2,5.184981204E-1,2.930484152E-1,-2.948701737E0
1.856915155E2,-2.046982292E-1,9.859475631E-1,-1.632068986E0
1.857114855E2,-1.065318472E-1,1.423266084E0,-4.997492427E-1
1.857314555E2,-1.081866458E-1,1.980839027E0,2.526874244E-1
1.857514255E2,-3.549008105E-1,2.653097504E0,7.362755477E-1
1.857713955E2,-4.954266154E-1,3.141684996E0,1.039403393E0
1.857913655E2,-6.043156945E-1,3.443868517E0,1.477815928E0
1.858113355E2,-1.149169829E-1,3.165692495E0,2.060779821E0
1.858313055E2,-2.446455660E-1,2.951228319E0,2.914880272E0
1.858512755E2,-5.833010938E-1,2.924764990E0,2.880119160E0
1.858712455E2,-6.175855485E-1,2.957660841E0,1.473484311E0
1.858912155E2,-4.752118773E-1,3.042001079E0,3.625209385E-1
1.859111855E2,-7.397630464E-2,2.640162293E0,9.870135105E-1
1.859311565E2,7.271516986E-2,1.450909381E0,2.039441577E0
1.859511265E2,-6.163171412E-1,4.321261936E-1,1.610366460E0
1.859710965E2,-1.082930359E0,-2.167744106E-1,5.182001317E-1
1.859910665E2,-1.084317611E0,-7.648374420E-1,-7.917416507E-1
1.860110365E2,-8.089976612E-1,-1.122144418E0,-1.540354823E0
1.860310065E2,-1.326888914E-1,-1.328510200E0,-1.534890016E0
1.860509765E2,7.361480784E-1,-1.608809347E0,-1.107036967E0
1.860709465E2,1.555986477E0,-1.724653798E0,-8.996613711E-1
1.860909165E2,2.004155530E0,-1.775035163E0,-8.673157436E-1
1.861108865E2,1.806599164E0,-2.283544119E0,-1.220809166E0
1.861308565E2,4.513913805E-1,-2.971254448E0,-2.339481508E0
1.861508265E2,-8.385750706E-1,-3.362667648E0,-2.908546568E0
1.861707975E2,-1.599281309E0,-3.315913897E0,-2.588061848E0
1.861907675E2,-1.585169931E0,-2.512304737E0,-1.540246650E0
1.862107375E2,-1.201505607E0,-1.338055195E0,-3.303454649E-1
1.862307075E2,-7.305082928E-1,-4.267274594E-1,1.035489267E-1
1.862506775E2,-7.887173977E-1,5.134884453E-1,-1.871132398E-1
1.862706475E2,-6.653353733E-1,1.510498940E0,-4.414525026E-1
1.862906175E2,3.780304953E-1,2.084546998E0,1.143569201E-1
1.863105875E2,1.237383830E0,1.477914746E0,1.992805354E0
1.863305575E2,9.411175454E-1,8.822068477E-1,4.271136680E0
1.863505275E2,1.238343979E-1,1.147609627E0,4.011237885E0
1.863704975E2,-3.697411535E-1,2.013009238E0,1.302097743E0
1.863904675E2,-3.003910014E-1,2.388555434E0,6.735752696E-1
1.864104375E2,3.694294238E-1,1.746832287E0,2.908626675E0
1.864304085E2,5.709182991E-1,6.504425150E-1,4.359541318E0
1.864503785E2,2.511805604E-1,-2.540732145E-2,3.922511065E0
1.864703482E2,6.527078725E-1,-4.246745020E-1,1.687778333E0
1.864903182E2,9.890462950E-1,-3.457201338E-1,-9.509467149E-1
1.865102882E2,1.854542970E0,-1.681097889E-1,-1.861244171E0
1.865302582E2,1.343022405E0,-6.263052088E-1,-8.342684501E-1
1.865502282E2,2.447302410E-1,-1.365861629E0,4.917175072E-1
1.865701982E2,5.257913159E-1,-2.078471156E0,6.125543118E-3
1.865901682E2,7.242922640E-1,-1.886131091E0,-2.280051577E0
1.866101382E2,8.396509583E-1,-1.795965856E0,-3.673952360E0
1.866301082E2,5.122217191E-1,-1.533825822E0,-3.110279601E0
1.866500782E2,-1.517959110E-2,-1.479729137E0,-2.543748724E0
1.866700492E2,-3.996930040E-1,-1.518519566E0,-2.133293481E0
1.866900192E2,-6.850562044E-1,-1.209757344E0,-1.031447087E0
1.867099892E2,-5.260204171E-1,-6.833114684E-1,-8.964296150E-1
1.867299592E2,-3.621691554E-1,1.543945599E-1,-2.102658164E0
1.867499292E2,-1.891886359E-1,1.103899936E0,-2.701684942E0
1.867698992E2,-3.623040068E-1,1.548661378E0,-1.905868367E0
1.867898692E2,-6.947097382E-1,1.634050022E0,-4.835518706E-1
1.868098392E2,-9.523979207E-1,1.444904875E0,1.001492971E0
1.868298092E2,-1.257937816E0,1.637357208E0,2.171921942E0
1.868497792E2,-1.619343690E0,2.903465922E0,1.818005766E0
1.868697492E2,-1.525882965E0,4.233299932E0,1.655539709E-1
1.868897192E2,-1.287119369E0,4.499031910E0,1.221718408E0
1.869096892E2,-4.754259219E-1,2.439471234E0,5.491473976E0
1.869296602E2,4.162042620E-2,7.256955957E-1,7.822962340E0
1.869496302E2,-2.810832578E-1,3.217599982E-1,5.427393755E0
1.869696002E2,-7.012771115E-1,8.112497163E-1,1.179303290E0
1.869895702E2,-3.701506413E-1,1.048585861E0,-7.319562095E-1
1.870095402E2,-2.637860975E-1,7.586709684E-1,-4.819240057E-1
1.870295102E2,-7.073170295E-2,-6.899439651E-1,-1.212899637E-1
1.870494802E2,-6.888818549E-2,-2.271386003E0,-4.227952069E-1
1.870694502E2,-2.098579037E-1,-3.202253965E0,-1.567386501E0
1.870894202E2,-2.461378120E-2,-3.545715319E0,-2.943494207E0
1.871093902E2,1.077794238E-1,-3.287026312E0,-3.816916782E0
1.871293602E2,3.161125381E-2,-2.713836041E0,-3.943425971E0
1.871493302E2,2.411364326E-1,-2.450096210E0,-3.335664622E0
1.871693002E2,2.467235203E-1,-2.165959536E0,-2.131107207E0
1.871892712E2,5.156915300E-3,-1.785865375E0,-1.088121225E0
1.872092412E2,-1.922750156E-1,-1.247019895E0,-6.666217607E-1
1.872292112E2,-2.737132079E-1,-4.923320496E-1,-4.032666761E-1
1.872491812E2,-5.552222161E-1,4.482089603E-1,6.565715665E-1
1.872691512E2,-4.974896958E-1,1.170596201E0,1.886192486E0
1.872891212E2,1.066001683E-1,1.486600201E0,2.606590505E0
1.873090912E2,6.076890629E-1,1.543001858E0,3.782974865E0
1.873290612E2,3.400070386E-1,1.407165191E0,4.799561838E0
1.873490312E2,-7.725129358E-2,1.516664245E0,3.567558178E0
1.873690012E2,9.985984527E-3,1.589251580E0,8.434474093E-1
1.873889712E2,4.467881600E-1,1.755494353E0,-3.261635363E-1
1.874089412E2,4.020389801E-1,1.807329335E0,3.386245376E-1
1.874289112E2,1.645046698E-1,1.341693918E0,7.865972704E-1
1.874488812E2,-5.734578910E-1,6.205644125E-1,4.431324077E-1
1.874688523E2,-1.287508793E0,-2.215170872E-1,-8.984966058E-1
1.874888223E2,-1.260268370E0,-7.983840877E-1,-1.704140596E0
1.875087923E2,-2.290633576E-1,-9.453848433E-1,-7.910201043E-1
1.875287623E2,5.439735619E-1,-1.108163726E0,1.773074591E-1
1.875487323E2,6.559205521E-1,-1.445548069E0,2.009056520E-1
1.875687023E2,7.353043252E-1,-1.737772611E0,-7.921240586E-1
1.875886723E2,8.540351088E-1,-1.977246498E0,-2.494509906E0
1.876086423E2,8.325987777E-1,-2.072302344E0,-3.477191799E0
1.876286123E2,4.727372625E-1,-2.058180149E0,-3.405149424E0
1.876485823E2,1.377066429E-1,-2.082211035E0,-2.889156032E0
1.876685523E2,6.429748166E-2,-1.810062323E0,-2.321532894E0
1.876885223E2,-8.178705186E-2,-1.320551555E0,-2.034107746E0
1.877084923E2,-7.410490684E-1,-4.107148594E-1,-1.949072859E0
1.877284623E2,-8.767819472E-1,2.063125724E-1,-1.689078169E0
1.877484333E2,-1.183850670E0,7.933701003E-1,-8.201059091E-1
1.877684033E2,-1.087026334E0,1.184324294E0,1.035015643E-1
1.877883733E2,-6.788936777E-1,1.159736753E0,5.001182020E-2
1.878083433E2,-1.057894336E-1,1.091110906E0,-4.513477457E-1
1.878283133E2,2.750791175E-1,1.323762846E0,4.756528670E-1
1.878482833E2,-8.513263862E-1,2.154020691E0,2.244433848E0
1.878682533E2,-2.009133704E0,2.931106296E0,1.618150274E0
1.878882233E2,-1.197609753E0,3.535340019E0,1.047990614E0
1.879081933E2,2.342699011E-1,3.633092017E0,2.342103984E0
1.879281633E2,1.041906586E0,2.858652862E0,4.249689678E0
1.879481333E2,6.421141065E-1,1.746797204E0,4.466893859E0
1.879681033E2,-2.455275819E-1,9.558823496E-1,2.814431539E0
1.879880733E2,-4.383344018E-1,6.310174799E-1,1.356104965E0
1.880080433E2,-2.527711127E-1,5.191970819E-1,5.631149340E-1
1.880280133E2,1.061253561E-1,1.304946506E-1,1.211860002E0
1.880479843E2,1.900603826E-1,-9.918064731E-1,1.287148166E0
1.880679543E2,-2.936471701E-3,-2.316909501E0,4.589824551E-1
1.880879243E2,-2.236850155E-1,-3.375309913E0,-6.513961959E-1
1.881078943E2,-1.652557629E-1,-3.868934197E0,-1.680879788E0
1.881278643E2,1.072267523E-1,-3.712698349E0,-2.456983060E0
1.881478343E2,-3.178502575E-2,-3.034695568E0,-2.777881179E0
1.881678043E2,1.654082291E-2,-2.389668159E0,-2.439635541E0
1.881877743E2,2.971932140E-1,-1.634849921E0,-1.617922817E0
1.882077443E2,7.437550136E-1,-1.160556532E0,-1.424458331E0
1.882277143E2,-1.169611238E-1,3.432695657E-1,-7.620816493E-1
1.882476843E2,6.188767599E-1,6.216876626E-2,-8.035208666E-1
1.882676543E2,2.530341643E-1,8.409336913E-1,-2.026820362E-2
1.882876243E2,5.605125941E-1,1.174110378E0,6.892832297E-1
1.883075943E2,7.226055615E-1,1.166141793E0,1.607907121E0
1.883275643E2,1.135278288E0,5.413936973E-1,2.835666288E0
1.883475343E2,2.197057843E-1,4.942119294E-1,2.608552830E0
1.883675053E2,-8.584323612E-1,1.227476746E0,1.073702576E0
1.883874753E2,-1.026895907E0,1.876038796E0,-5.286800963E-1
1.884074453E2,-5.985345890E-1,2.412588660E0,-5.057397151E-1
1.884274153E2,4.460880290E-1,2.418807174E0,6.049032301E-1
1.884473853E2,8.554014570E-1,1.441307668E0,1.705044576E0
1.884673548E2,3.347925648E-1,-2.828245586E-1,1.998871840E0
1.884873248E2,-3.432679212E-1,-1.541025499E0,1.550968105E0
1.885072948E2,-7.968876390E-1,-2.337868845E0,1.650011752E0
1.885272648E2,-5.992515307E-1,-3.233427225E0,1.523106122E0
1.885472348E2,-2.067472398E-1,-3.665197908E0,2.945534885E-1
1.885672048E2,5.051248804E-2,-3.455438402E0,-1.666034877E0
1.885871748E2,5.987686969E-1,-2.602088149E0,-3.368994920E0
1.886071448E2,8.118604580E-1,-1.583990255E0,-4.282685516E0
1.886271148E2,8.492549369E-1,-7.949985498E-1,-4.338518824E0
1.886470848E2,7.878219697E-1,-1.843866831E-1,-3.904653668E0
1.886670548E2,4.579515179E-1,2.550099385E-1,-3.369456850E0
1.886870258E2,1.840124613E-1,7.337372714E-1,-2.437127670E0
1.887069958E2,-9.205088876E-2,1.028960266E0,-1.102604778E0
1.887269658E2,-5.637486991E-1,1.230925434E0,4.755446935E-1
1.887469358E2,-8.561156213E-1,1.523033617E0,1.238578269E0
1.887669058E2,-9.496571115E-1,2.269739428E0,8.263472271E-1
